아벨,MPID_アベル
무서운 꿈,MSID_こわいゆめ
미래를 비추는 눈동자,MSID_未来を映す瞳
미래를 비추는 눈동자 승,MSID_未来を映す瞳・承
평온한 꿈,MSID_やさしいゆめ
평온한 꿈 신,MSID_やさしいゆめ・神
유라리 유루레리,MSID_ユラリユルレリ
유라리 유루레리 승,MSID_ユラリユルレリ・承
일갈,MSID_一喝
일갈+,MSID_一喝＋
라이브,MSID_ライブ
치유의 소녀,MSID_癒しの乙女
세인츠,MSID_セインツ
세인츠+,MSID_セインツ＋
리라이브,MSID_リライブ
푸시,MSID_プッシュ
푸시+,MSID_プッシュ＋
리브로,MSID_リブロー
리브로+,MSID_リブロー＋
돌아가기,MSID_回り込み
연주,MSID_奏でる
공격수비의 응원,MSID_攻撃守備の応援
공격수비의 응원+,MSID_攻撃守備の応援＋
공격마방의 응원,MSID_攻撃魔防の応援
공격마방의 응원+,MSID_攻撃魔防の応援＋
공격속도의 응원,MSID_攻撃速さの応援
공격속도의 응원+,MSID_攻撃速さの応援＋
공격의 응원,MSID_攻撃の応援
수비마방의 응원,MSID_守備魔防の応援
수비마방의 응원+,MSID_守備魔防の応援＋
수비의 응원,MSID_守備の応援
마방의 응원,MSID_魔防の応援
속도수비의 응원,MSID_速さ守備の応援
속도수비의 응원+,MSID_速さ守備の応援＋
속도마방의 응원,MSID_速さ魔防の応援
속도마방의 응원+,MSID_速さ魔防の応援＋
속도의 응원,MSID_速さの応援
공격의 대응원,MSID_攻撃の大応援
공격의 대응원+,MSID_攻撃の大応援＋
수비의 대응원,MSID_守備の大応援
수비의 대응원+,MSID_守備の大応援＋
마방의 대응원,MSID_魔防の大応援
마방의 대응원+,MSID_魔防の大応援＋
속도의 대응원,MSID_速さの大応援
속도의 대응원+,MSID_速さの大応援＋
상호원조,MSID_相互援助
힐,MSID_ヒール
리커버,MSID_リカバー
리커버+,MSID_リカバー＋
리버스,MSID_リバース
리버스+,MSID_リバース＋
되돌리기,MSID_引き戻し
레스큐,MSID_レスキュー
레스큐+,MSID_レスキュー＋
레스트,MSID_レスト
레스트+,MSID_レスト＋
리턴,MSID_リターン
리턴+,MSID_リターン＋
치유의 손,MSID_癒しの手
박치기,MSID_体当たり
노래,MSID_歌う
밀쳐내기,MSID_ぶちかまし
바꾸기,MSID_入れ替え
달콤한 꿈,MSID_あまいゆめ
운명을 바꾼다!,MSID_運命を変える！
하얀 꿈,MSID_しろいゆめ
성순,MSID_聖盾
천공,MSID_天空
유성,MSID_流星
흑월광,MSID_黒の月光
열화,MSID_烈火
열광,MSID_烈光
열뢰,MSID_烈雷
열풍,MSID_烈風
블루플레임,MSID_ブルーフレイム
비염,MSID_緋炎
흉탄,MSID_凶弾
소순,MSID_小盾
빙점,MSID_氷点
성신과 암흑신의 관,MSID_聖神と暗黒神の冠
양영,MSID_陽影
저격,MSID_狙撃
질풍정수의 축복,MSID_疾風静水の祝福
질풍정수의 축복+,MSID_疾風静水の祝福＋
천각의 박동,MSID_天刻の拍動
용렬,MSID_竜裂
용천,MSID_竜穿
복룡,MSID_伏竜
업화대지의 축복,MSID_業火大地の祝福
업화대지의 축복+,MSID_業火大地の祝福＋
대지정수의 축복,MSID_大地静水の祝福
대지정수의 축복+,MSID_大地静水の祝福＋
폐계,MSID_閉界
장순,MSID_長盾
불꽃의 문장,MSID_炎の紋章
업화정수의 축복,MSID_業火静水の祝福
업화정수의 축복+,MSID_業火静水の祝福＋
질풍신뢰,MSID_疾風迅雷
천부의 마도,MSID_天与の魔道
빙화,MSID_氷華
흉성,MSID_凶星
반딧불,MSID_蛍火
신속회피,MSID_神速回避
폭화,MSID_爆火
폭광,MSID_爆光
폭뢰,MSID_爆雷
폭풍,MSID_爆風
천조,MSID_天照
영웅의 혈맥,MSID_英雄の血脈
중압의 성광,MSID_重圧の聖光
성의,MSID_聖衣
그란벨의 성기사,MSID_グランベルの聖騎士
얼음의 성경,MSID_氷の聖鏡
얼음의 성경 승,MSID_氷の聖鏡・承
빙창,MSID_氷蒼
화염,MSID_華炎
치료,MSID_治癒
검황의 유성,MSID_剣皇の流星
업화의 축복,MSID_業火の祝福
멸살,MSID_滅殺
영원을 살아가는 자,MSID_永遠を生きるもの
억제의 성광,MSID_抑制の聖光
월광,MSID_月光
월광섬,MSID_月光閃
월광섬 승,MSID_月光閃・承
폭천공,MSID_暴の天空
기도,MSID_祈り
월홍,MSID_月虹
반룡천,MSID_反竜穿
영월,MSID_影月
성영,MSID_星影
노바의 성전사,MSID_ノヴァの聖戦士
노바의 성전사 승,MSID_ノヴァの聖戦士・承
석양,MSID_夕陽
개세,MSID_開世
대순,MSID_大盾
창천공,MSID_蒼の天空
창천공 승,MSID_蒼の天空・承
검희의 유성,MSID_剣姫の流星
혈수,MSID_血讐
진혼의 춤,MSID_鎮魂の舞
설욕,MSID_雪辱
성풍,MSID_聖風
쇄화,MSID_砕火
쇄광,MSID_砕光
쇄뢰,MSID_砕雷
쇄풍,MSID_砕風
파천,MSID_破天
성도,MSID_聖兜
마탄,MSID_魔弾
광염의 문장,MSID_光炎の紋章
천랑,MSID_天狼
천랑 신,MSID_天狼・神
태양,MSID_太陽
대지의 축복,MSID_大地の祝福
정수의 축복,MSID_静水の祝福
패천,MSID_覇天
질풍의 축복,MSID_疾風の祝福
쌍인,MSID_双刃
복수,MSID_復讐
심유성,MSID_心流星
업화질풍의 축복,MSID_業火疾風の祝福
업화질풍의 축복+,MSID_業火疾風の祝福＋
갑옷의 수호자 원간 1,MSID_鎧の護り手・遠間1
갑옷의 수호자 원간 2,MSID_鎧の護り手・遠間2
갑옷의 수호자 원간 3,MSID_鎧の護り手・遠間3
공격수비의 원영 1,MSID_攻撃守備の遠影1
공격수비의 원영 2,MSID_攻撃守備の遠影2
공격수비의 원영 3,MSID_攻撃守備の遠影3
갑옷의 수호자 근간 1,MSID_鎧の護り手・近間1
갑옷의 수호자 근간 2,MSID_鎧の護り手・近間2
갑옷의 수호자 근간 3,MSID_鎧の護り手・近間3
공격수비의 근영 1,MSID_攻撃守備の近影1
공격수비의 근영 2,MSID_攻撃守備の近影2
공격수비의 근영 3,MSID_攻撃守備の近影3
투구의 수호자 원간 1,MSID_兜の護り手・遠間1
투구의 수호자 원간 2,MSID_兜の護り手・遠間2
투구의 수호자 원간 3,MSID_兜の護り手・遠間3
공격마방의 원영 1,MSID_攻撃魔防の遠影1
공격마방의 원영 2,MSID_攻撃魔防の遠影2
공격마방의 원영 3,MSID_攻撃魔防の遠影3
투구의 수호자 근간 1,MSID_兜の護り手・近間1
투구의 수호자 근간 2,MSID_兜の護り手・近間2
투구의 수호자 근간 3,MSID_兜の護り手・近間3
공격마방의 근영 3,MSID_攻撃魔防の近影1
공격마방의 근영 3,MSID_攻撃魔防の近影2
공격마방의 근영 3,MSID_攻撃魔防の近影3
칼날의 수호자 원간 1,MSID_刃の護り手・遠間1
칼날의 수호자 원간 2,MSID_刃の護り手・遠間2
칼날의 수호자 원간 3,MSID_刃の護り手・遠間3
공격속도의 원영 1,MSID_攻撃速さの遠影1
공격속도의 원영 2,MSID_攻撃速さの遠影2
공격속도의 원영 3,MSID_攻撃速さの遠影3
칼날의 수호자 근간 1,MSID_刃の護り手・近間1
칼날의 수호자 근간 2,MSID_刃の護り手・近間2
칼날의 수호자 근간 3,MSID_刃の護り手・近間3
공격속도의 근영 1,MSID_攻撃速さの近影1
공격속도의 근영 2,MSID_攻撃速さの近影2
공격속도의 근영 3,MSID_攻撃速さの近影3
곡기비행 1,MSID_曲技飛行1
곡기비행 2,MSID_曲技飛行2
곡기비행 3,MSID_曲技飛行3
선도의 전령 천 1,MSID_先導の伝令・天1
선도의 전령 천 2,MSID_先導の伝令・天2
선도의 전령 천 3,MSID_先導の伝令・天3
계속 모두와 함께,MSID_ずっとみんなと一緒
공격수비의 방성전 1,MSID_攻撃守備の防城戦1
공격수비의 방성전 2,MSID_攻撃守備の防城戦2
공격수비의 방성전 3,MSID_攻撃守備の防城戦3
공격마방의 방성전 1,MSID_攻撃魔防の防城戦1
공격마방의 방성전 2,MSID_攻撃魔防の防城戦2
공격마방의 방성전 3,MSID_攻撃魔防の防城戦3
공격속도의 방성전 1,MSID_攻撃速さの防城戦1
공격속도의 방성전 2,MSID_攻撃速さの防城戦2
공격속도의 방성전 3,MSID_攻撃速さの防城戦3
공격속도의 방성전 4,MSID_攻撃速さの防城戦4
수비마방의 방성전 1,MSID_守備魔防の防城戦1
수비마방의 방성전 2,MSID_守備魔防の防城戦2
수비마방의 방성전 3,MSID_守備魔防の防城戦3
수비마방의 방성전 4,MSID_守備魔防の防城戦4
속도수비의 방성전 1,MSID_速さ守備の防城戦1
속도수비의 방성전 2,MSID_速さ守備の防城戦2
속도수비의 방성전 3,MSID_速さ守備の防城戦3
속도마방의 방성전 1,MSID_速さ魔防の防城戦1
속도마방의 방성전 2,MSID_速さ魔防の防城戦2
속도마방의 방성전 3,MSID_速さ魔防の防城戦3
공격수비의 공성전 1,MSID_攻撃守備の攻城戦1
공격수비의 공성전 2,MSID_攻撃守備の攻城戦2
공격수비의 공성전 3,MSID_攻撃守備の攻城戦3
공격속도의 공성전 1,MSID_攻撃速さの攻城戦1
공격속도의 공성전 2,MSID_攻撃速さの攻城戦2
공격속도의 공성전 3,MSID_攻撃速さの攻城戦3
속도마방의 공성전 1,MSID_速さ魔防の攻城戦1
속도마방의 공성전 2,MSID_速さ魔防の攻城戦2
속도마방의 공성전 3,MSID_速さ魔防の攻城戦3
중장의 행군 1,MSID_重装の行軍1
중장의 행군 2,MSID_重装の行軍2
중장의 행군 3,MSID_重装の行軍3
금강의 일격 1,MSID_金剛の一撃1
금강의 일격 2,MSID_金剛の一撃2
금강의 일격 3,MSID_金剛の一撃3
중장의 부츠,MSID_重装のブーツ
중장의 유격 1,MSID_重装の遊撃1
중장의 유격 2,MSID_重装の遊撃2
중장의 유격 3,MSID_重装の遊撃3
패갑장벽,MSID_覇鎧障壁
여신의 삼웅,MSID_女神の三雄
여신의 삼웅 신,MSID_女神の三雄・神
일제돌격 1,MSID_一斉突撃1
일제돌격 2,MSID_一斉突撃2
일제돌격 3,MSID_一斉突撃3
나의 부활은 이루어졌다,MSID_我が復活は成った
공격의 매료 1,MSID_攻撃の魅了1
공격의 매료 2,MSID_攻撃の魅了2
공격의 매료 3,MSID_攻撃の魅了3
공격수비의 인연 1,MSID_攻撃守備の絆1
공격수비의 인연 2,MSID_攻撃守備の絆2
공격수비의 인연 3,MSID_攻撃守備の絆3
공격수비의 인연 4,MSID_攻撃守備の絆4
공격수비의 방벽 1,MSID_攻撃守備の防壁1
공격수비의 방벽 2,MSID_攻撃守備の防壁2
공격수비의 방벽 3,MSID_攻撃守備の防壁3
공격수비의 기선 1,MSID_攻撃守備の機先1
공격수비의 기선 2,MSID_攻撃守備の機先2
공격수비의 기선 3,MSID_攻撃守備の機先3
공격수비의 기선 4,MSID_攻撃守備の機先4
공격수비의 격돌 1,MSID_攻撃守備の激突1
공격수비의 격돌 2,MSID_攻撃守備の激突2
공격수비의 격돌 3,MSID_攻撃守備の激突3
공격수비의 격돌 4,MSID_攻撃守備の激突4
공격수비의 밀집 1,MSID_攻撃守備の密集1
공격수비의 밀집 2,MSID_攻撃守備の密集2
공격수비의 밀집 3,MSID_攻撃守備の密集3
공격수비의 대개방 1,MSID_攻撃守備の大開放1
공격수비의 대개방 2,MSID_攻撃守備の大開放2
공격수비의 대개방 3,MSID_攻撃守備の大開放3
공격수비의 대견제,MSID_攻撃守備の大牽制
공격수비의 만전 1,MSID_攻撃守備の万全1
공격수비의 만전 2,MSID_攻撃守備の万全2
공격수비의 만전 3,MSID_攻撃守備の万全3
공격수비의 만전 4,MSID_攻撃守備の万全4
공격수비의 연계 1,MSID_攻撃守備の連携1
공격수비의 연계 2,MSID_攻撃守備の連携2
공격수비의 연계 3,MSID_攻撃守備の連携3
공격수비의 협혁,MSID_攻撃守備の脅嚇3
공격수비의 신의 1,MSID_攻撃守備の信義1
공격수비의 신의 2,MSID_攻撃守備の信義2
공격수비의 신의 3,MSID_攻撃守備の信義3
공격수비의 혼신 1,MSID_攻撃守備の渾身1
공격수비의 혼신 2,MSID_攻撃守備の渾身2
공격수비의 혼신 3,MSID_攻撃守備の渾身3
공격수비의 혼신 4,MSID_攻撃守備の渾身4
공격수비의 견제 1,MSID_攻撃守備の牽制1
공격수비의 견제 2,MSID_攻撃守備の牽制2
공격수비의 견제 3,MSID_攻撃守備の牽制3
공격수비의 대공모 1,MSID_攻撃守備の大共謀1
공격수비의 대공모 2,MSID_攻撃守備の大共謀2
공격수비의 대공모 3,MSID_攻撃守備の大共謀3
공격수비의 간섭 1,MSID_攻撃守備の干渉1
공격수비의 간섭 2,MSID_攻撃守備の干渉2
공격수비의 간섭 3,MSID_攻撃守備の干渉3
공격수비의 고군 1,MSID_攻撃守備の孤軍1
공격수비의 고군 2,MSID_攻撃守備の孤軍2
공격수비의 고군 3,MSID_攻撃守備の孤軍3
공격수비의 고군 4,MSID_攻撃守備の孤軍4
공격수비의 연대,MSID_攻撃守備の連帯4
공격의 공모 1,MSID_攻撃の共謀1
공격의 공모 2,MSID_攻撃の共謀2
공격의 공모 3,MSID_攻撃の共謀3
공격의 개방 1,MSID_攻撃の開放1
공격의 개방 2,MSID_攻撃の開放2
공격의 개방 3,MSID_攻撃の開放3
공격의 모책 1,MSID_攻撃の謀策1
공격의 모책 2,MSID_攻撃の謀策2
공격의 모책 3,MSID_攻撃の謀策3
공격마방의 인연 1,MSID_攻撃魔防の絆1
공격마방의 인연 2,MSID_攻撃魔防の絆2
공격마방의 인연 3,MSID_攻撃魔防の絆3
공격마방의 인연 4,MSID_攻撃魔防の絆4
공격마방의 기선 1,MSID_攻撃魔防の機先1
공격마방의 기선 2,MSID_攻撃魔防の機先2
공격마방의 기선 3,MSID_攻撃魔防の機先3
공격마방의 기선 4,MSID_攻撃魔防の機先4
공격마방의 비오 1,MSID_攻撃魔防の秘奥1
공격마방의 비오 2,MSID_攻撃魔防の秘奥2
공격마방의 비오 3,MSID_攻撃魔防の秘奥3
공격마방의 비오 4,MSID_攻撃魔防の秘奥4
공격마방의 밀집 1,MSID_攻撃魔防の密集1
공격마방의 밀집 2,MSID_攻撃魔防の密集2
공격마방의 밀집 3,MSID_攻撃魔防の密集3
공격마방의 대개방 1,MSID_攻撃魔防の大開放1
공격마방의 대개방 2,MSID_攻撃魔防の大開放2
공격마방의 대개방 3,MSID_攻撃魔防の大開放3
공격마방의 대견제,MSID_攻撃魔防の大牽制
공격마방의 만전 1,MSID_攻撃魔防の万全1
공격마방의 만전 2,MSID_攻撃魔防の万全2
공격마방의 만전 3,MSID_攻撃魔防の万全3
공격마방의 만전 4,MSID_攻撃魔防の万全4
공격마방의 연계 1,MSID_攻撃魔防の連携1
공격마방의 연계 2,MSID_攻撃魔防の連携2
공격마방의 연계 3,MSID_攻撃魔防の連携3
공격마방의 협혁,MSID_攻撃魔防の脅嚇3
공격마방의 신의 1,MSID_攻撃魔防の信義1
공격마방의 신의 2,MSID_攻撃魔防の信義2
공격마방의 신의 3,MSID_攻撃魔防の信義3
공격마방의 신의 4,MSID_攻撃魔防の信義4
공격마방의 혼신 1,MSID_攻撃魔防の渾身1
공격마방의 혼신 2,MSID_攻撃魔防の渾身2
공격마방의 혼신 3,MSID_攻撃魔防の渾身3
공격마방의 혼신 4,MSID_攻撃魔防の渾身4
공격마방의 견제 1,MSID_攻撃魔防の牽制1
공격마방의 견제 2,MSID_攻撃魔防の牽制2
공격마방의 견제 3,MSID_攻撃魔防の牽制3
공격마방의 대공모 1,MSID_攻撃魔防の大共謀1
공격마방의 대공모 2,MSID_攻撃魔防の大共謀2
공격마방의 대공모 3,MSID_攻撃魔防の大共謀3
공격마방의 간섭 1,MSID_攻撃魔防の干渉1
공격마방의 간섭 2,MSID_攻撃魔防の干渉2
공격마방의 간섭 3,MSID_攻撃魔防の干渉3
공격마방의 고군 1,MSID_攻撃魔防の孤軍1
공격마방의 고군 2,MSID_攻撃魔防の孤軍2
공격마방의 고군 3,MSID_攻撃魔防の孤軍3
공격마방의 고군 4,MSID_攻撃魔防の孤軍4
공격마방의 박절 1,MSID_攻撃魔防の拍節1
공격마방의 박절 2,MSID_攻撃魔防の拍節2
공격마방의 박절 3,MSID_攻撃魔防の拍節3
공격마방의 연대,MSID_攻撃魔防の連帯4
공격의 자연 1,MSID_攻撃の紫煙1
공격의 자연 2,MSID_攻撃の紫煙2
공격의 자연 3,MSID_攻撃の紫煙3
공격의 자연 4,MSID_攻撃の紫煙4
공격속도 1,MSID_攻撃速さ1
공격속도 2,MSID_攻撃速さ2
공격속도의 인연 1,MSID_攻撃速さの絆1
공격속도의 인연 2,MSID_攻撃速さの絆2
공격속도의 인연 3,MSID_攻撃速さの絆3
공격속도의 인연 4,MSID_攻撃速さの絆4
공격속도의 기선 1,MSID_攻撃速さの機先1
공격속도의 기선 2,MSID_攻撃速さの機先2
공격속도의 기선 3,MSID_攻撃速さの機先3
공격속도의 기선 4,MSID_攻撃速さの機先4
공격속도의 격돌 1,MSID_攻撃速さの激突1
공격속도의 격돌 2,MSID_攻撃速さの激突2
